Date,Description,Category,Amount,Type
2025-12-27,Rustic Gold Bacon,Shopping,347.6627070996957,Expense
2025-12-22,Oriental Plastic Table,Logement,92.46960523158674,Expense
2026-01-02,Ergonomic Steel Chair,Loisirs,250.8343342096634,Expense
2025-12-27,Small Marble Pizza,Shopping,321.7588231355426,Expense
2025-12-30,Unbranded Concrete Pizza,Santé,372.65440519580096,Expense
2025-12-18,Luxurious Steel Chips,Logement,72.74101645947297,Expense
2025-12-29,Rustic Bronze Computer,Salaire,10.742471712497316,Income
2025-12-31,Ergonomic Marble Ball,Logement,255.0409854388695,Expense
2026-01-04,Oriental Ceramic Computer,Transport,222.50614392975424,Expense
2025-12-21,Practical Silk Pants,Transport,98.89179500920558,Expense
2025-12-26,Luxurious Gold Pizza,Alimentation,117.28775335510007,Expense
2025-12-16,Fantastic Marble Towels,Transport,460.0466521962043,Expense
2025-12-26,Small Silk Fish,Freelance,492.684618152952,Income
2026-01-01,Practical Granite Mouse,Salaire,499.332908277178,Income
2026-01-08,Practical Concrete Gloves,Santé,397.34953114283957,Expense
2026-01-12,Modern Aluminum Chair,Shopping,454.4241699107174,Expense
2026-01-04,Practical Bronze Table,Transport,41.25407768236494,Expense
2025-12-21,Frozen Cotton Gloves,Shopping,210.82632619045128,Expense
2026-01-11,Refined Marble Chips,Santé,277.0807325529458,Expense
2025-12-17,Practical Cotton Ball,Transport,169.05577024792322,Expense
2026-01-11,Unbranded Bronze Ball,Alimentation,341.9688757847328,Expense
2025-12-22,Bespoke Bronze Salad,Loisirs,194.00230103403203,Expense
2026-01-09,Handmade Bamboo Ball,Santé,459.0323434049824,Expense
2025-12-23,Fresh Bronze Bike,Freelance,231.47979928808218,Income
2025-12-16,Awesome Cotton Chips,Freelance,177.0757348729355,Income
2025-12-22,Gorgeous Gold Soap,Santé,212.79941176378009,Expense
2025-12-30,Intelligent Concrete Chicken,Logement,231.41851371895714,Expense
2026-01-01,Luxurious Bamboo Chips,Freelance,474.15582229080985,Income
2025-12-16,Modern Bronze Pizza,Shopping,181.21347611186496,Expense
2026-01-03,Elegant Aluminum Shoes,Logement,106.949795032608,Expense
2026-01-06,Frozen Rubber Chicken,Loisirs,426.5248858057158,Expense
2025-12-18,Sleek Steel Keyboard,Alimentation,131.7292650968971,Expense
2025-12-20,Practical Aluminum Shoes,Shopping,440.92356358313884,Expense
2026-01-13,Generic Silk Cheese,Logement,260.9860217661143,Expense
2026-01-01,Frozen Plastic Mouse,Santé,44.15573125067589,Expense
2026-01-02,Awesome Aluminum Computer,Freelance,259.6520935933666,Income
2026-01-12,Unbranded Granite Shirt,Salaire,466.2111731446695,Income
2025-12-24,Electronic Cotton Shoes,Transport,305.86726864035376,Expense
2025-12-22,Generic Rubber Gloves,Alimentation,333.43528955992156,Expense
2026-01-11,Generic Cotton Sausages,Loisirs,338.0010768208676,Expense
2025-12-17,Refined Bamboo Towels,Loisirs,270.8502050863089,Expense
2026-01-05,Refined Rubber Shoes,Logement,277.7385566541922,Expense
2026-01-12,Refined Bronze Soap,Logement,443.7548164291234,Expense
2026-01-10,Handmade Bronze Ball,Transport,23.816429712326304,Expense
2025-12-28,Intelligent Bamboo Bacon,Transport,124.8164518064294,Expense
2025-12-18,Handcrafted Cotton Chips,Freelance,440.2500455555159,Income
2025-12-15,Rustic Plastic Pants,Freelance,339.91907986783616,Income
2025-12-23,Sleek Marble Computer,Salaire,284.0043165025032,Income
2025-12-27,Frozen Rubber Chips,Transport,472.30208762008675,Expense
2026-01-08,Soft Bamboo Soap,Shopping,311.6531473432097,Expense
2025-12-18,Awesome Bronze Chair,Shopping,286.20339484924773,Expense
2026-01-11,Ergonomic Gold Fish,Alimentation,145.59575872065207,Expense
2025-12-20,Oriental Ceramic Shoes,Shopping,329.35376226909113,Expense
2025-12-28,Oriental Gold Mouse,Shopping,499.53163735089794,Expense
2025-12-27,Licensed Gold Cheese,Alimentation,117.53522433037553,Expense
2025-12-23,Recycled Bronze Car,Freelance,426.76715856032894,Income
2026-01-02,Gorgeous Steel Salad,Alimentation,465.94884396412095,Expense
2025-12-23,Tasty Aluminum Shoes,Loisirs,266.32723285851097,Expense
2025-12-28,Fresh Marble Table,Freelance,92.6500735524892,Income
2025-12-17,Frozen Rubber Chair,Shopping,479.73661053002434,Expense
2026-01-02,Gorgeous Plastic Chair,Transport,393.2804310542678,Expense
2025-12-19,Ergonomic Cotton Pizza,Salaire,12.942484776371058,Income
2026-01-06,Tasty Marble Shirt,Shopping,57.38898456088094,Expense
2025-12-23,Sleek Aluminum Table,Logement,267.63049226103107,Expense
2026-01-03,Electronic Metal Chicken,Transport,54.28669828236835,Expense
2025-12-19,Handcrafted Cotton Mouse,Shopping,182.16686101754505,Expense
2025-12-17,Tasty Concrete Hat,Transport,438.4567453164406,Expense
2026-01-09,Rustic Rubber Keyboard,Loisirs,497.93386187060054,Expense
2025-12-27,Intelligent Silk Gloves,Alimentation,222.2492133235811,Expense
2026-01-03,Electronic Bamboo Computer,Alimentation,214.87154413230255,Expense
2025-12-24,Rustic Marble Shoes,Santé,381.5112002727009,Expense
2026-01-11,Tasty Rubber Car,Transport,239.5371355195699,Expense
2025-12-27,Fresh Plastic Mouse,Salaire,358.89688311813836,Income
2025-12-20,Handmade Aluminum Towels,Logement,134.83339776690627,Expense
2025-12-31,Fresh Concrete Chicken,Logement,336.1226495450674,Expense
2026-01-05,Intelligent Rubber Cheese,Loisirs,241.61857437847746,Expense
2025-12-27,Ergonomic Aluminum Mouse,Transport,487.53910353749774,Expense
2026-01-07,Awesome Rubber Salad,Freelance,222.20999818533886,Income
2026-01-08,Electronic Steel Gloves,Shopping,42.80126911842551,Expense
2026-01-08,Bespoke Wooden Chips,Freelance,137.70433521597406,Income
2025-12-29,Rustic Ceramic Shoes,Alimentation,136.15802083688453,Expense
2026-01-08,Elegant Wooden Mouse,Freelance,128.46275084546238,Income
2025-12-15,Ergonomic Metal Gloves,Logement,476.08570589443724,Expense
2025-12-31,Licensed Rubber Pants,Alimentation,430.20224314581134,Expense
2025-12-19,Sleek Marble Fish,Transport,480.27693751253406,Expense
2025-12-22,Refined Steel Towels,Logement,90.95194461703458,Expense
2025-12-18,Electronic Bronze Soap,Santé,258.95602215191445,Expense
2026-01-01,Handcrafted Rubber Hat,Freelance,140.84270601932178,Income
2025-12-24,Small Bamboo Mouse,Freelance,391.56514058904844,Income
2025-12-15,Sleek Marble Pants,Transport,145.6635968804156,Expense
2026-01-07,Ergonomic Rubber Chips,Loisirs,116.6569253331036,Expense
2025-12-16,Awesome Rubber Shoes,Logement,173.75719993843455,Expense
2025-12-20,Tasty Bamboo Shirt,Salaire,168.94615923906457,Income
2026-01-01,Fantastic Concrete Ball,Shopping,87.87358751017855,Expense
2026-01-11,Rustic Ceramic Shoes,Freelance,219.110633473993,Income
2025-12-20,Fantastic Gold Car,Santé,193.1294366445037,Expense
2026-01-11,Licensed Steel Computer,Shopping,408.8451653462634,Expense
2025-12-17,Elegant Rubber Keyboard,Santé,309.9875846433158,Expense
2025-12-21,Rustic Wooden Keyboard,Logement,90.69501990644993,Expense
2026-01-04,Fantastic Metal Keyboard,Shopping,274.1989143795291,Expense
2025-12-15,Rustic Wooden Cheese,Salaire,246.68386473861548,Income
2026-01-07,Ergonomic Cotton Shoes,Logement,124.25641163484174,Expense
2025-12-28,Tasty Plastic Pizza,Transport,146.8202615594486,Expense
2025-12-31,Generic Marble Car,Loisirs,244.98821282950806,Expense
2026-01-07,Sleek Marble Bacon,Santé,181.18708075931875,Expense
2026-01-12,Intelligent Marble Ball,Freelance,337.52451577393714,Income
2025-12-29,Handcrafted Wooden Salad,Transport,67.30515403666689,Expense
2026-01-09,Practical Silk Towels,Santé,255.54913925206702,Expense
2026-01-01,Small Bronze Car,Alimentation,370.87077923717385,Expense
2026-01-10,Handmade Ceramic Computer,Alimentation,308.5859126842697,Expense
2026-01-08,Incredible Rubber Mouse,Salaire,314.1217707066305,Income
2025-12-25,Fresh Wooden Towels,Logement,458.4266119211884,Expense
2025-12-20,Small Granite Keyboard,Logement,322.1271474680782,Expense
2026-01-04,Fantastic Marble Pizza,Alimentation,167.79625266175879,Expense
2026-01-09,Incredible Bamboo Shirt,Freelance,160.2255798828518,Income
2026-01-11,Elegant Rubber Sausages,Logement,224.5855018739761,Expense
2025-12-24,Elegant Rubber Car,Freelance,190.25180209377538,Income
2026-01-05,Awesome Silk Car,Salaire,10.56023363663284,Income
2025-12-22,Bespoke Bronze Towels,Salaire,446.66461462578184,Income
2026-01-03,Intelligent Concrete Cheese,Shopping,76.11555362541877,Expense
2025-12-23,Handcrafted Rubber Keyboard,Logement,59.146381652488614,Expense
2026-01-04,Handcrafted Ceramic Ball,Santé,484.1128314600155,Expense
2025-12-30,Intelligent Aluminum Tuna,Santé,37.109909629051145,Expense
2025-12-15,Rustic Steel Bacon,Transport,110.96772969539475,Expense
2026-01-10,Modern Ceramic Pizza,Alimentation,408.6591032270557,Expense
2025-12-22,Generic Granite Chicken,Transport,493.6472437144073,Expense
2025-12-25,Luxurious Cotton Bike,Santé,414.6629620707739,Expense
2026-01-13,Elegant Steel Shirt,Alimentation,40.967343407259946,Expense
2026-01-07,Handmade Wooden Bike,Santé,486.9531746676578,Expense
2025-12-16,Awesome Concrete Table,Santé,214.56583932179458,Expense
2025-12-20,Handmade Plastic Keyboard,Salaire,95.23974173553177,Income
2025-12-16,Unbranded Cotton Pants,Loisirs,261.1628373649871,Expense
2025-12-25,Fantastic Concrete Ball,Shopping,321.9679188549717,Expense
2025-12-24,Practical Bronze Chips,Salaire,222.36463212805555,Income
2025-12-14,Elegant Concrete Cheese,Transport,493.8702235815877,Expense
2026-01-01,Handcrafted Metal Tuna,Alimentation,39.54518561885611,Expense
2025-12-15,Intelligent Wooden Hat,Transport,94.55154308677331,Expense
2025-12-29,Luxurious Gold Bike,Santé,147.1323257579371,Expense
2025-12-18,Bespoke Granite Chicken,Shopping,72.11617042396549,Expense
2026-01-09,Small Concrete Chips,Salaire,379.93541882834234,Income
2026-01-04,Intelligent Metal Chair,Santé,494.72204341134056,Expense
2025-12-24,Bespoke Marble Shoes,Transport,156.25070331544504,Expense
2026-01-02,Handmade Cotton Cheese,Salaire,80.822287469756,Income
2025-12-30,Unbranded Rubber Keyboard,Shopping,44.49956756047054,Expense
2025-12-25,Rustic Metal Towels,Santé,188.953534404872,Expense
2026-01-09,Small Bamboo Cheese,Santé,64.90450164869911,Expense
2025-12-26,Generic Bamboo Shoes,Freelance,139.3216707932909,Income
2026-01-08,Licensed Bamboo Chair,Logement,304.22187094190804,Expense
2026-01-13,Modern Wooden Sausages,Alimentation,387.7238392609697,Expense
2026-01-08,Bespoke Steel Salad,Salaire,94.72347540330658,Income
2025-12-30,Unbranded Marble Bike,Loisirs,303.061278265698,Expense
2025-12-18,Bespoke Bamboo Chips,Transport,49.98790187342979,Expense
2026-01-04,Refined Bronze Pants,Alimentation,26.36241273452779,Expense
2026-01-05,Unbranded Aluminum Keyboard,Alimentation,283.8989641213445,Expense
2026-01-04,Fresh Bamboo Hat,Transport,402.80908324576836,Expense
2025-12-29,Small Aluminum Tuna,Salaire,234.82623741027288,Income
2026-01-01,Modern Plastic Pizza,Loisirs,116.78975189130688,Expense
2026-01-08,Fresh Aluminum Fish,Shopping,59.5398413724236,Expense
2025-12-19,Soft Silk Keyboard,Loisirs,315.23789679655,Expense
2026-01-06,Small Granite Gloves,Loisirs,83.69091314098503,Expense
2025-12-15,Modern Metal Soap,Loisirs,298.46826189328135,Expense
2025-12-21,Oriental Steel Shirt,Shopping,463.651638973928,Expense
2026-01-11,Frozen Ceramic Tuna,Alimentation,42.93244542310155,Expense
2026-01-03,Sleek Ceramic Mouse,Santé,351.19056965258125,Expense
2025-12-15,Handmade Cotton Mouse,Salaire,290.44214204205605,Income
2025-12-27,Modern Aluminum Salad,Santé,298.2298428019362,Expense
2025-12-27,Modern Silk Bacon,Shopping,457.010214581646,Expense
2025-12-30,Soft Gold Salad,Santé,324.4905268963822,Expense
2026-01-02,Unbranded Cotton Salad,Alimentation,148.59209590440207,Expense
2025-12-20,Bespoke Cotton Ball,Santé,289.3599866217451,Expense
2026-01-12,Rustic Concrete Cheese,Loisirs,487.64978127624255,Expense
2025-12-25,Ergonomic Aluminum Tuna,Transport,62.9369591441244,Expense
2025-12-22,Awesome Metal Bike,Logement,230.67975613958868,Expense
2026-01-03,Gorgeous Concrete Fish,Alimentation,218.44831590489378,Expense
2026-01-01,Handcrafted Ceramic Towels,Transport,171.00795708087128,Expense
2025-12-29,Recycled Granite Fish,Transport,252.2013555512816,Expense
2026-01-08,Tasty Bronze Table,Alimentation,127.08927899477804,Expense
2026-01-01,Fresh Plastic Car,Logement,331.34747435240183,Expense
2025-12-24,Frozen Aluminum Mouse,Freelance,336.4431668380341,Income
2025-12-25,Incredible Bronze Pants,Logement,103.93460747982039,Expense
2025-12-25,Fresh Silk Chips,Transport,65.46787931456745,Expense
2025-12-26,Licensed Rubber Salad,Logement,220.816178546895,Expense
2025-12-30,Awesome Cotton Chips,Santé,265.969273589707,Expense
2026-01-06,Modern Plastic Tuna,Logement,282.07849952484156,Expense
2025-12-31,Refined Plastic Sausages,Transport,469.94686670582206,Expense
2025-12-18,Refined Ceramic Pizza,Logement,72.46222573561137,Expense
2026-01-03,Gorgeous Aluminum Pants,Freelance,208.99386399170143,Income
2026-01-08,Unbranded Bamboo Shirt,Salaire,458.7999756815481,Income
2025-12-21,Handcrafted Marble Car,Freelance,374.49617188448457,Income
2025-12-24,Small Granite Car,Santé,352.0061036087144,Expense
2025-12-15,Small Granite Tuna,Shopping,102.53953971554863,Expense
2026-01-09,Gorgeous Concrete Shoes,Logement,164.20113813776686,Expense
2026-01-09,Refined Rubber Pants,Alimentation,290.43414230611756,Expense
2026-01-01,Unbranded Marble Chicken,Logement,450.8184298807553,Expense
2026-01-03,Luxurious Cotton Ball,Alimentation,74.81586982162662,Expense
2025-12-28,Electronic Aluminum Sausages,Loisirs,227.1247928543751,Expense
2026-01-13,Refined Aluminum Shirt,Loisirs,426.2645066526814,Expense
2026-01-02,Intelligent Bamboo Hat,Freelance,36.61470441229824,Income
2025-12-27,Unbranded Concrete Shoes,Logement,405.097715662212,Expense
2025-12-21,Fresh Metal Salad,Salaire,45.19355737800458,Income
2025-12-15,Rustic Wooden Hat,Shopping,260.15465002910065,Expense
2025-12-31,Modern Cotton Bike,Alimentation,498.4303288647437,Expense
2025-12-16,Licensed Granite Bike,Transport,353.9529365367081,Expense
2025-12-25,Bespoke Marble Pizza,Santé,134.99833680001421,Expense
2025-12-29,Generic Steel Gloves,Transport,282.304130746548,Expense
2025-12-31,Ergonomic Concrete Bacon,Shopping,458.5578065008669,Expense
2026-01-11,Elegant Ceramic Pizza,Loisirs,445.7923032164731,Expense
2025-12-18,Sleek Bamboo Tuna,Alimentation,352.81036811751767,Expense
2026-01-12,Tasty Granite Tuna,Santé,175.07824432082512,Expense
2026-01-10,Luxurious Gold Keyboard,Logement,351.5792266010533,Expense
2025-12-21,Fantastic Aluminum Towels,Logement,472.24319061965866,Expense
2025-12-31,Small Aluminum Bike,Alimentation,243.46341642217814,Expense
2026-01-02,Rustic Bamboo Soap,Freelance,381.7485653410219,Income
2026-01-02,Gorgeous Concrete Hat,Transport,145.0224223708933,Expense
2025-12-15,Sleek Silk Tuna,Transport,387.5455620059804,Expense
2026-01-10,Modern Rubber Towels,Alimentation,223.11728937283283,Expense
2025-12-27,Rustic Wooden Tuna,Santé,96.47929507252259,Expense
2026-01-01,Small Rubber Pizza,Shopping,122.46792347128363,Expense
2025-12-31,Frozen Concrete Salad,Loisirs,457.8828854345932,Expense
2025-12-26,Licensed Steel Chicken,Logement,431.9711986717016,Expense
2026-01-13,Practical Bamboo Car,Loisirs,322.4487448267272,Expense
2025-12-30,Tasty Ceramic Chair,Loisirs,54.4797078367409,Expense
2025-12-22,Recycled Concrete Shoes,Loisirs,234.56789911940757,Expense
2025-12-28,Oriental Metal Cheese,Salaire,355.978749893013,Income
2025-12-18,Sleek Ceramic Table,Shopping,475.79217496551166,Expense
2025-12-25,Recycled Silk Chicken,Transport,321.3521057877683,Expense
2026-01-11,Soft Silk Towels,Alimentation,233.80064124136288,Expense
2025-12-31,Tasty Metal Gloves,Logement,422.2176841169918,Expense
2026-01-02,Bespoke Bamboo Bacon,Shopping,134.67262026352807,Expense
2025-12-29,Handmade Wooden Chair,Shopping,276.9811253569588,Expense
2025-12-30,Bespoke Gold Soap,Santé,210.84764253230423,Expense
2026-01-08,Incredible Bamboo Shirt,Santé,154.04460215680717,Expense
2026-01-01,Handcrafted Granite Chips,Transport,179.4495753564948,Expense
2025-12-26,Electronic Aluminum Hat,Alimentation,439.2539574080411,Expense
2025-12-30,Sleek Metal Chicken,Transport,396.47466046249775,Expense
2025-12-23,Licensed Silk Gloves,Shopping,275.8290522548527,Expense
2026-01-07,Fresh Concrete Keyboard,Alimentation,109.56267653866489,Expense
2025-12-30,Small Concrete Sausages,Santé,437.4743676451683,Expense
2025-12-19,Sleek Marble Table,Loisirs,450.5198050901289,Expense
2026-01-09,Practical Marble Pants,Loisirs,115.13890976629092,Expense
2025-12-21,Elegant Ceramic Pants,Santé,384.2800635873008,Expense
2025-12-21,Bespoke Cotton Computer,Logement,28.057724494135375,Expense
2025-12-26,Ergonomic Cotton Bike,Shopping,81.0813830108612,Expense
2025-12-31,Incredible Rubber Salad,Salaire,192.1996989764021,Income
2025-12-29,Generic Gold Salad,Santé,439.564909605348,Expense
2025-12-31,Fantastic Plastic Chicken,Logement,298.95789723946746,Expense
2026-01-05,Generic Granite Salad,Loisirs,301.82106584804103,Expense
2026-01-12,Luxurious Gold Hat,Salaire,172.68597949646534,Income
2025-12-21,Small Rubber Computer,Alimentation,252.05861268417507,Expense
2025-12-22,Awesome Gold Bacon,Alimentation,219.0081947246784,Expense
2025-12-23,Small Bronze Cheese,Alimentation,437.62429832369156,Expense
2025-12-21,Fantastic Rubber Salad,Shopping,83.58969662919966,Expense
2025-12-17,Intelligent Gold Pants,Shopping,444.76026919171073,Expense
2026-01-08,Fantastic Gold Keyboard,Transport,488.7086742962885,Expense
2025-12-26,Rustic Bronze Keyboard,Santé,107.63949411550314,Expense
2025-12-30,Handmade Rubber Computer,Santé,468.24719537077516,Expense
2025-12-31,Fresh Granite Chips,Transport,379.6484012752967,Expense
2025-12-18,Unbranded Bronze Soap,Freelance,333.8998009475037,Income
2026-01-13,Generic Steel Gloves,Santé,261.76453784485795,Expense
2025-12-31,Modern Concrete Fish,Loisirs,118.95562427736722,Expense
2025-12-21,Licensed Plastic Keyboard,Freelance,232.7920902432556,Income
2026-01-12,Handmade Cotton Cheese,Logement,357.95724387134555,Expense
2025-12-25,Soft Bronze Towels,Alimentation,422.1562157924817,Expense
2026-01-08,Fresh Concrete Table,Alimentation,33.90157394555698,Expense
2025-12-18,Small Plastic Mouse,Loisirs,388.2286178225359,Expense
2026-01-12,Ergonomic Aluminum Shoes,Loisirs,383.63115533605765,Expense
2025-12-15,Licensed Cotton Pizza,Transport,10.107455037659145,Expense
2025-12-16,Elegant Ceramic Mouse,Transport,488.9663414607037,Expense
2026-01-05,Bespoke Concrete Computer,Alimentation,78.22121268336288,Expense
2025-12-23,Licensed Silk Sausages,Transport,32.52226974140821,Expense
2026-01-09,Gorgeous Steel Tuna,Loisirs,277.4729656041571,Expense
2025-12-15,Awesome Bamboo Computer,Freelance,362.85349294984934,Income
2025-12-15,Luxurious Bamboo Gloves,Santé,441.17054378450337,Expense
2026-01-05,Rustic Granite Pizza,Freelance,53.619634568223894,Income
2026-01-06,Oriental Bamboo Bike,Shopping,17.78198529721159,Expense
2025-12-19,Electronic Ceramic Computer,Shopping,378.5247834784712,Expense
2026-01-06,Electronic Granite Table,Logement,159.6170746936311,Expense
2025-12-24,Ergonomic Silk Soap,Loisirs,414.82556923106745,Expense
2026-01-02,Modern Cotton Salad,Santé,318.42487958511487,Expense
2025-12-29,Modern Concrete Soap,Shopping,254.71218567338516,Expense
2026-01-09,Licensed Concrete Towels,Santé,447.66791729942844,Expense
2025-12-14,Frozen Rubber Cheese,Alimentation,249.28415640058063,Expense
2026-01-10,Small Granite Salad,Loisirs,209.3330840839959,Expense
2026-01-11,Handmade Silk Soap,Santé,409.7598317268985,Expense
2025-12-16,Rustic Aluminum Mouse,Transport,336.3496383486333,Expense
2026-01-06,Handcrafted Steel Fish,Alimentation,494.7170220143407,Expense
2025-12-17,Fantastic Concrete Sausages,Santé,305.10431591589963,Expense
2026-01-13,Ergonomic Marble Pizza,Loisirs,192.89279289185242,Expense
2025-12-19,Tasty Ceramic Table,Loisirs,92.97340646392475,Expense
2026-01-12,Luxurious Bronze Keyboard,Transport,55.319432422370326,Expense
2026-01-07,Intelligent Aluminum Bike,Shopping,425.07354286237074,Expense
2026-01-12,Awesome Ceramic Chair,Loisirs,428.51644553226186,Expense
2025-12-29,Bespoke Plastic Salad,Alimentation,354.7712750850438,Expense
2026-01-07,Recycled Bronze Car,Logement,199.3631797076609,Expense
2026-01-01,Bespoke Cotton Pants,Freelance,183.3923102505791,Income
2025-12-24,Incredible Metal Fish,Shopping,458.6815808395652,Expense
2026-01-12,Incredible Wooden Sausages,Alimentation,253.80818468638137,Expense
2026-01-06,Practical Wooden Ball,Transport,257.3072186250703,Expense
2026-01-01,Licensed Steel Shirt,Alimentation,143.68043678983395,Expense
2025-12-28,Generic Marble Hat,Santé,346.17266556312137,Expense
2025-12-30,Luxurious Plastic Ball,Santé,208.49662456460194,Expense
2026-01-11,Gorgeous Wooden Table,Alimentation,275.08752352095,Expense
2026-01-03,Recycled Marble Soap,Shopping,457.23396910086365,Expense
2026-01-06,Awesome Bamboo Shoes,Salaire,373.06802952458236,Income
2026-01-12,Unbranded Silk Hat,Logement,66.37689723170067,Expense
2026-01-07,Soft Wooden Hat,Shopping,376.46813228103974,Expense
2025-12-19,Luxurious Plastic Sausages,Transport,161.75234332047674,Expense
2026-01-12,Luxurious Steel Shirt,Logement,244.87007877452368,Expense
2025-12-26,Recycled Gold Sausages,Shopping,382.6394944966774,Expense
2025-12-16,Fantastic Cotton Keyboard,Shopping,235.22532833066657,Expense
2025-12-16,Recycled Steel Mouse,Salaire,363.3540894127861,Income
2025-12-20,Elegant Ceramic Car,Alimentation,186.56828634456812,Expense
2025-12-14,Generic Ceramic Ball,Transport,40.40490414101842,Expense
2025-12-23,Handcrafted Aluminum Bacon,Salaire,341.32562576431275,Income
2025-12-25,Licensed Granite Car,Freelance,63.471155101921845,Income
2026-01-07,Oriental Aluminum Table,Alimentation,471.31508338342366,Expense
2026-01-09,Fresh Marble Chips,Shopping,287.01494065790615,Expense
2025-12-17,Sleek Cotton Towels,Logement,439.53876325466535,Expense
2026-01-08,Elegant Gold Soap,Freelance,275.05370743460725,Income
2026-01-02,Electronic Wooden Sausages,Alimentation,342.0484604717811,Expense
2026-01-11,Luxurious Gold Bacon,Alimentation,320.3479277241799,Expense
2026-01-01,Intelligent Metal Gloves,Loisirs,405.0904300380998,Expense
2025-12-21,Intelligent Bamboo Sausages,Alimentation,68.74600349367901,Expense
2025-12-23,Sleek Aluminum Soap,Salaire,358.3010115763232,Income
2025-12-19,Practical Granite Mouse,Logement,125.0258516321326,Expense
2026-01-04,Frozen Plastic Tuna,Alimentation,386.13981995066797,Expense
2025-12-27,Unbranded Marble Sausages,Transport,215.11391550844417,Expense
2026-01-13,Sleek Silk Computer,Freelance,308.76657819123585,Income
2026-01-08,Recycled Steel Pizza,Loisirs,313.6424008326207,Expense
2026-01-01,Incredible Rubber Salad,Logement,236.34233784365665,Expense
2025-12-29,Electronic Gold Sausages,Freelance,109.29786121811561,Income
2026-01-05,Generic Bamboo Shoes,Logement,266.74321418274513,Expense
2025-12-24,Tasty Aluminum Bacon,Alimentation,27.59186824844942,Expense
2026-01-03,Fresh Ceramic Table,Shopping,460.4759365710799,Expense
2025-12-31,Modern Aluminum Chicken,Salaire,366.4011862847314,Income
2026-01-12,Oriental Bamboo Fish,Shopping,497.7725490074585,Expense
2026-01-03,Small Metal Shirt,Loisirs,322.96934253524284,Expense
2025-12-15,Handmade Metal Pizza,Loisirs,415.1385116413729,Expense
2026-01-09,Generic Gold Fish,Loisirs,424.1684128075136,Expense
2025-12-31,Gorgeous Steel Salad,Alimentation,234.52118904584336,Expense
2026-01-07,Frozen Concrete Pants,Santé,406.9090463213572,Expense
2025-12-22,Bespoke Silk Car,Loisirs,332.1196561970828,Expense
2026-01-02,Elegant Silk Mouse,Logement,377.5082750102009,Expense
2025-12-22,Electronic Bronze Shoes,Santé,453.34095589500487,Expense
2025-12-22,Bespoke Bamboo Cheese,Shopping,93.20291359730173,Expense
2025-12-20,Modern Concrete Shoes,Santé,387.7968287193302,Expense
2025-12-18,Handcrafted Rubber Pizza,Logement,441.19598852741143,Expense
2026-01-01,Awesome Aluminum Bacon,Shopping,25.97774472141129,Expense
2026-01-03,Fantastic Aluminum Gloves,Alimentation,187.90510291479117,Expense
2026-01-05,Ergonomic Bamboo Chips,Logement,473.0773364947615,Expense
2025-12-20,Licensed Bronze Salad,Salaire,369.20433511595115,Income
2026-01-07,Rustic Bronze Towels,Shopping,328.4601513132595,Expense
2026-01-01,Refined Marble Computer,Loisirs,138.62924064928717,Expense
2025-12-15,Generic Ceramic Tuna,Transport,148.6722732786305,Expense
2025-12-31,Electronic Bronze Ball,Alimentation,159.34596265679036,Expense
2025-12-24,Frozen Gold Shirt,Santé,291.8983733664814,Expense
2025-12-25,Recycled Bamboo Fish,Salaire,91.38478615316996,Income
2026-01-04,Fantastic Bronze Bacon,Salaire,270.49996728530886,Income
2025-12-30,Recycled Marble Tuna,Shopping,174.44994698639624,Expense
2025-12-29,Sleek Rubber Tuna,Loisirs,323.99460050158075,Expense
2025-12-16,Unbranded Metal Computer,Alimentation,144.5389234054381,Expense
2025-12-29,Generic Metal Keyboard,Transport,319.3617084940015,Expense
2026-01-08,Awesome Plastic Tuna,Alimentation,255.52145022220657,Expense
2025-12-29,Unbranded Bronze Table,Alimentation,69.5197779950308,Expense
2025-12-25,Elegant Cotton Car,Santé,284.92383322525524,Expense
2026-01-12,Fresh Concrete Chair,Alimentation,343.4390891806876,Expense
2025-12-17,Luxurious Gold Salad,Transport,335.20317532454965,Expense
2025-12-23,Fantastic Marble Towels,Freelance,196.8982117431772,Income
2025-12-21,Refined Silk Table,Logement,100.3932523199773,Expense
2025-12-31,Frozen Ceramic Soap,Salaire,377.42497186543983,Income
2025-12-20,Unbranded Marble Hat,Logement,84.48238603724513,Expense
2025-12-24,Oriental Concrete Salad,Alimentation,318.1639737715347,Expense
2025-12-26,Electronic Metal Salad,Santé,80.11694077503847,Expense
2026-01-08,Luxurious Ceramic Table,Loisirs,408.33514880576973,Expense
2025-12-17,Soft Rubber Shirt,Salaire,143.93141054415287,Income
2025-12-20,Handmade Bamboo Computer,Alimentation,155.4850369654769,Expense
2025-12-24,Oriental Rubber Chicken,Transport,351.7321370134322,Expense
2025-12-23,Oriental Concrete Table,Freelance,30.103552716169627,Income
2025-12-20,Unbranded Ceramic Hat,Alimentation,323.91807196545756,Expense
2025-12-21,Small Aluminum Bike,Logement,191.16872190679757,Expense
2025-12-24,Licensed Plastic Bacon,Transport,179.3623014406065,Expense
2025-12-28,Intelligent Bamboo Chicken,Transport,165.26325225121056,Expense
2025-12-15,Unbranded Concrete Chicken,Loisirs,67.95795076051263,Expense
2026-01-13,Refined Rubber Bike,Salaire,138.65695642850372,Income
2025-12-15,Oriental Wooden Salad,Shopping,122.31156722979023,Expense
2025-12-20,Bespoke Wooden Keyboard,Shopping,43.71779063781152,Expense
2025-12-18,Refined Marble Bike,Logement,491.62670252322846,Expense
